nct_id,pubmed_id,trial_info,doc_info,label
NCT01944046,20170790,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: Phase II Study of Oxytocin in Autism to Improve Reciprocal Social Behaviors | abstract: The purpose of this research study is to learn about the effects of supplemental intranasal oxytocin as a treatment for improving social difficulties in children and adolescents with autism. This study will also provide additional information about the safety and tolerability of intranasal oxytocin. Investigators expect oxytocin will increase social motivation, improving daily living skills and quality of life. | sponsor: Linmarie Sikich | start_year: 2014.0 | drug_moa_id: 2042.0 | drug_name: double Blind Oxytocin Nasal Spray | drug_description: Each insufflation will deliver 8 IU or 24 IU of oxytocin. A maximum of 3 insufflations at a time will be required. Dosing will be flexible between 8 IU/day and 80 IU/day, typically in two divided doses delivered in the morning and in the afternoon. Doses will typically increase by 8 IU twice daily (BID) at week 2 and weeks 4 and 8 until achieving the target dose of 24 IU BID at week 8. Subsequently doses may be increased in 8 IU BID increments ONLY at each visit until a maximum dose of 40 IU BID is achieved.Each bottle's label will have its own unique nonsequential randomly assigned number and not a lot number to facilitate masking. During the open label phase after approximately March 2019 the study used only the 24 IU /0.10 ml formulation and the maximum dose was 72 IU per day. | adverse_event_name: Sedation | adverse_event_description: Organ System: Nervous system disorders
Frequency: 1 affected / 146 at risk | intervention_type: DRUG | group_type: PLACEBO_COMPARATOR | intervention_name: Double blind phase Placebo Nasal Spray | intervention_description: This nasal spray will contain all of the ingredients that are in the active oxytocin spray in the same quantities, except oxytocin will NOT be added to the solution. It will be packaged using the same container system as the active oxytocin nasal spray. Each bottle's label will have its own unique nonsequential randomly assigned number and not a lot number to facilitate masking. Dose titration will occur using exactly the same criteria and procedures as for active study drug.","study_source: PubMed | population: Patients hospitalized due to heart failure (HF), total of 278 patients randomized across 8 Viennese hospitals. | interventions: N-terminal pro-B-type natriuretic peptide-guided, intensive patient management (BM) | outcomes: Reduced days of HF hospitalization (488 days) compared to MC (1,254 days) and UC (1,588 days) (p < 0.0001). | group_type: EXPERIMENTAL | primary_endpoint: Days of HF hospitalization | primary_endpoint_domain: Physiological/clinical | primary_endpoint_subdomain: General outcomes",0
NCT02167217,23124047,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: Phase 2 Historically Controlled Trial of Corticosteroids in Young Boys With Duchenne Muscular Dystrophy | abstract: While it has been known for many years that corticosteroid use benefits boys with Duchenne Muscular dystrophy (DMD), most clinicians do not consider treating until after age 3 or 4 years of age. The primary reason for the delay is that daily corticosteroid use has many side effects including short stature, obesity, and osteoporosis. A recent randomized blinded study of weekend oral corticosteroid use over one year showed equal improvement in strength with fewer side effects, particularly as related to growth and cushingoid changes. The investigators will test the efficacy of oral weekend corticosteroid use in infants and young boys with DMD who are under age 30 months. The investigators have demonstrated that the Bayley-III Scales of Infant development shows that infants and young boys in this age group who are untreated decline in abilities when compared to their peers. Here, in this Phase 2 historically controlled trial, the investigators will use these two measures and treat boys at five Muscular Dystrophy Association-DMD centers | sponsor: Washington University School of Medicine | start_year: 2014.0 | drug_moa_id: 2245.0 | drug_name: Prednisolone | drug_description: Prednisolone (5mg per kg) will be taken on two consecutive days, Friday and Saturday mornings each week with breakfast | adverse_event_name: Irritability | adverse_event_description: Organ System: Nervous system disorders
Notes: Irritability occurred 10 times in 4 children.
Frequency: 4 affected / 25 at risk | intervention_type: DRUG | group_type: EXPERIMENTAL | intervention_name: Prednisolone | intervention_description: Prednisolone (5mg per kg) will be taken on two consecutive days, Friday and Saturday mornings each week with breakfast","study_source: PubMed | population: Overweight/obese adults with increased cardiometabolic risk, n=241 (54% men, mean age 52.9 years, mean BMI 32 kg/m²) | interventions: DPP-based lifestyle intervention | outcomes: Fair-to-good potential for primary care reach and adoption. | group_type: EXPERIMENTAL | primary_endpoint: Participation rate | primary_endpoint_domain: Resource use | primary_endpoint_subdomain: Other resource use",0
NCT00421863,29268720,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: Italian Study on the Cardiovascular Effects of Systolic Blood Pressure Control - CARDIOSIS Study | abstract: Multicenter, prospective, randomised, open study comparing the effect of the following two strategies in hypertensive subjects \> 55 years and poorly controlled (systolic blood pressure \>= 150 mmHg) by antihypertensive treatment:~* usual strategy: reduction of systolic blood pressure to below 140 mmHg, independently of diastolic blood pressure levels;~* intensive strategy: reduction of systolic blood pressure to below 130 mmHg, independently of diastolic blood pressure levels.~During the initial run in period two qualifying visits at distance of 7-14 days will be carried out to establish whether blood pressure remains uncontrolled (systolic blood pressure \>=150 mmHg)by current drug treatment. At the end of the second visit eligible patients will be admitted to the study and the following examinations will be carried out: clinical visit, routine laboratory tests, 12-lead ECG. At this point eligible patients will be randomised to one of the two blood pressure goals outlined above.~Subsequent clinical visits will be carried out at 4 month-intervals up to the end of the study (4, 8, 12, 16, 20, 24 months). | sponsor: Heart Care Foundation | start_year: 2005.0 | drug_moa_id: 2356.0 | drug_name: Triatec 10 mg | drug_description: Use and dosage according to physician judgement, concomitant treatment assumed and randomization arm (Intensive Strategy vs. Usual Strategy). | adverse_event_name:  | adverse_event_description:  | intervention_type: DRUG | group_type: OTHER | intervention_name: Triatec 10 mg | intervention_description: Use and dosage according to physician judgement, concomitant treatment assumed and randomization arm (Intensive Strategy vs. Usual Strategy).","study_source: PubMed | population: Older adults with falls-related emergency department visits, N=247 | interventions: Falls efficacy measured by the Modified Falls Efficacy Scale (MFES) | outcomes: Increasing falls efficacy accentuated the increased fall risk related to poor postural balance (interaction P=0.014) | group_type: EXPERIMENTAL | primary_endpoint:  | primary_endpoint_domain:  | primary_endpoint_subdomain:",0
NCT00939770,29423520,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: A Phase 1/2 Study of Crizotinib, an Oral Small Molecule Inhibitor of Anaplastic Lymphoma Kinase (ALK) and C-Met, in Children With Relapsed/Refractory Solid Tumors and Anaplastic Large Cell Lymphoma | abstract: This phase 1/2 trial the studies side effects and best dose of crizotinib and to see how well it works in treating young patients with solid tumors or anaplastic large cell lymphoma that has returned after a period of improvement or does not respond to treatment. Crizotinib may stop the growth of cancer cells by blocking some of the enzymes needed for cell growth. (Phase 1 completed 2/15/13) | sponsor: Children's Oncology Group | start_year: 2009.0 | drug_moa_id: 4187.0 | drug_name: Crizotinib | drug_description: Given PO | adverse_event_name: Alanine aminotransferase increased | adverse_event_description: Organ System: Investigations
Frequency: 1 affected / 6 at risk | intervention_type: DRUG | group_type: EXPERIMENTAL | intervention_name: Crizotinib | intervention_description: Given PO","study_source: PubMed | population: Women with FIGO stage IIIB squamous cell carcinoma of the uterine cervix, total of 850 participants (424 in CT-RT arm and 426 in RT arm). | interventions: CT-RT (Cisplatin Chemoradiotherapy) | outcomes: 5-year disease-free survival (DFS) was 52.3% (95% CI, 52.2%-52.4%) | group_type: EXPERIMENTAL | primary_endpoint: Disease-Free Survival (DFS) | primary_endpoint_domain: Mortality/survival | primary_endpoint_subdomain:",0
NCT02466893,30860055,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: COMPASS Trial: a Direct Aspiration First Pass Technique | abstract: Intravenous (IV) tissue plasminogen activator (tPA) administration has been shown to be safe and effective for treatment of AIS within 3 hours of symptom onset, and newer evidence has shown potential benefit out to 4.5 hours. Mechanical thrombectomy for AIS patients has been shown in clinical trials to be safe up to 8 hours after symptom onset. Recent trials utilizing advanced imaging to identify patients with large vessel occlusions amenable to intra-arterial thrombectomy (IAT) have shown superiority endovascular therapy over medical therapy to result in improved patient functional outcomes. Pilot data utilizing the ADAPT approach has shown superior technical results with similar functional outcomes while lowering procedure time and device costs versus traditional stent retriever as a first line therapy approaches | sponsor: Medical University of South Carolina | start_year: 2015.0 | drug_moa_id:  | drug_name:  | drug_description:  | adverse_event_name:  | adverse_event_description:  | intervention_type: OTHER | group_type: OTHER | intervention_name: Adapt/Standard Stent Retriever (SR) Group | intervention_description: If the patient is randomized to mechanical thrombectomy, the groin puncture to initiate the procedure should occur within 1 hour of the clinical imaging used to determine trial candidacy. An introducer sheath will be placed in the femoral artery. Diagnostic angiography is initially performed via the transfemoral approach with catheterization of the carotid artery appropriate to the patient's presenting symptoms. Once thrombus in the appropriate vessel is identified, the thrombectomy procedure will be initiated.",study_source: PubMed | population: Patients presenting with acute ischaemic stroke from anterior circulation large‐vessel occlusion within 6 h of onset and an Alberta Stroke Program Early CT Score of greater than 6. Total population size is 270 patients (134 in aspiration group and 136 in stent retriever group). | interventions: Aspiration first pass | outcomes: 69 patients (52%; 95% CI 43.8-60.3) achieved a modified Rankin Scale score of 0-2 at 90 days. | group_type: EXPERIMENTAL | primary_endpoint:  | primary_endpoint_domain:  | primary_endpoint_subdomain:,1
NCT03313778,26107752,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: A Phase 1, Open-Label, Multicenter Study to Assess the Safety, Tolerability, and Immunogenicity of mRNA-4157 Alone and in Combination in Participants With Solid Tumors | abstract: The purpose of this study is to assess the safety, tolerability, and immunogenicity of mRNA-4157 alone and in combination in participants with solid tumors. | sponsor: ModernaTX, Inc. | start_year: 2017.0 | drug_moa_id:  | drug_name:  | drug_description:  | adverse_event_name:  | adverse_event_description:  | intervention_type: BIOLOGICAL | group_type: EXPERIMENTAL | intervention_name: mRNA-4157 | intervention_description: IM injection","study_source: PubMed | population: Eighty-six patients with recent onset of schizophrenia, randomized to receive either long-acting injectable risperidone or oral risperidone. | interventions: Long-acting injectable risperidone | outcomes: Psychotic exacerbation and/or relapse rate was 5%. | group_type: EXPERIMENTAL | primary_endpoint: psychotic exacerbation and/or relapse rate | primary_endpoint_domain: Physiological/clinical | primary_endpoint_subdomain: General outcomes",0
NCT00664963,22878166,study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: YUKON-drug-eluting Stent Below The Knee - Prospective Randomized Double-blind Multicenter Study | abstract: The purpose of this study is to compare the effectiveness of the treatment with balloon-expandable YUKON-BTX-Sirolimus-eluting stent over the treatment with YUKON-BTX uncoated stent in patients with ischemic infrapopliteal arterial disease. | sponsor: Herz-Zentrums Bad Krozingen | start_year: 2006.0 | drug_moa_id:  | drug_name:  | drug_description:  | adverse_event_name:  | adverse_event_description:  | intervention_type: DEVICE | group_type: EXPERIMENTAL | intervention_name: Implantation of YUKON Sirolimus-eluting Stent | intervention_description: Implantation of YUKON Sirolimus-eluting Stent,"study_source: PubMed | population: 161 patients with focal infrapopliteal lesions, mean target lesion length of 31 ± 9 mm | interventions: Sirolimus-eluting stents (SES) | outcomes: Event-free survival rate of 65.8% (log-rank p = 0.02) | group_type: EXPERIMENTAL | primary_endpoint: event-free survival rate | primary_endpoint_domain: Mortality/survival | primary_endpoint_subdomain:",1
NCT01491997,26082085,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: Mind-Body Medicine and Ulcerative Colitis | abstract: Stress has been linked to chronic health problems, particularly diseases involving inflammation-mediated tissue injury and organ failure. Accordingly, it is not surprising that mind/body interventions are advocated for treatment of chronic inflammatory diseases. One such candidate disease is ulcerative colitis (UC) because: (1) UC is a life-long, relapsing, disabling inflammatory disorder of the intestine that lacks a non-toxic, efficacious treatment; (2) the therapeutic goal is to improve quality of life by ameliorating disabling symptoms and preventing disease progression by preventing disease flare-up, (3) stress triggers UC flare-up by modifying intestinal function and inflammatory processes, highlighting the potential therapeutic benefit of reducing physiological stress responses. The purpose of this study is to see if either of two 8-week mind/body medicine courses has an effect in reducing stress and affecting the course and severity of UC. Both have been shown to benefit other aspects of health and well-being. | sponsor: Rush University Medical Center | start_year: 2011.0 | drug_moa_id:  | drug_name:  | drug_description:  | adverse_event_name:  | adverse_event_description:  | intervention_type: BEHAVIORAL | group_type: ACTIVE_COMPARATOR | intervention_name: Mind/Body Medicine Course 1 | intervention_description: The subject of the course is Mind/Body medicine. This course is learning about the mind and the body through experiences. The course will meet once every week, for a total of 8 weeks, for roughly 2 hours per class. You will be provided with a schedule of the weekly classes, which will occur on the same day every week, at the same time. Weekly sessions will be run by a teacher and will include other participants in the class. You will also be given homework assignments that are intended to reinforce what you learn in the program. The assignments will require up to 45 minutes, 6 days/week. Following the 6th class, and before the 7th class, there is a voluntary all day Saturday program. Participation in this program is optional. You are expected to continue to incorporate what you learned in the class in your daily routine after you are done with the classes.","study_source: PubMed | population: Patients with advanced chronic heart failure (HF), aged 63 ± 10 years, 74% in NYHA functional class III, LV ejection fraction of 26 ± 5%, mean peak VO2 of 12.2 ± 1.8 mL/kg/min. Total population size: 78 (40 in intervention group, 38 in control group). | interventions: Alginate-hydrogel in combination with standard medical therapy | outcomes: Improved peak VO2 at 6 months with a treatment effect of +1.24 mL/kg/min (95% CI 0.26-2.23, P = 0.014). | group_type: EXPERIMENTAL | primary_endpoint: peak VO2 improvement | primary_endpoint_domain: Physiological/clinical | primary_endpoint_subdomain: General outcomes",0
NCT01467154,23731573,"study_source: ClinicalTrials.gov | trial_type: OBSERVATIONAL | title: Does Ultra-High Dose i.v. N-acetylcysteine Prevent Contrast Nephropathy in Patients With Chronic Kidney Disease Undergoing Emergency Contrast Tomography. | abstract: The aim of the present study is to determine whether a high dose of intravenous NAC is efficient in preventing CN after emergency contrast injection in patients with renal failure. | sponsor: University Hospital, Geneva | start_year: 2008.0 | drug_moa_id:  | drug_name:  | drug_description:  | adverse_event_name:  | adverse_event_description:  | intervention_type:  | group_type:  | intervention_name:  | intervention_description:","study_source: PubMed | population: Patients admitted to the emergency room with renal impairment (estimated clearance lower than 60 ml/min/1.73 m2) undergoing contrast computed tomography (CT). Population size: 120 patients (mean GFR 42 ml/min/1.73 m2). | interventions: N-acetylcysteine (6000 mg iv one hour before contrast CT) | outcomes: Contrast nephrotoxicity occurred in 27% of patients (14/52), p = 0.66. | group_type: EXPERIMENTAL | primary_endpoint: Contrast nephrotoxicity | primary_endpoint_domain: Physiological/clinical | primary_endpoint_subdomain: Renal and urinary outcomes",1
NCT00221702,23074206,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: Randomized, Multicenter Phase III Trial Comparing Adjuvant Treatment With PegIntron Over 36 Months Versus Reference Treatment With IntronA Over 18 Months in Cutaneous Melanoma Patients AJCC Stage II (>=1.5 mm Clinically Node Negative) | abstract: Melanoma with a tumor thickness \>= 1.5mm without clinically detectable nodes represents an increasing population with relapse rate of more than 50%. Adjuvant therapy with low doses of IFN alpha can provide a benefit in this group. However, the impact of low dose IFN alpha is not sustained after the treatment period. A longer treatment may prolong the benefit and thus have a more clear-cut impact on disease-free and overall survival. The tolerance and the impact on quality of life are limiting factors in a group of patients whose individual course is not necessarily poor. PegIntron may be better tolerated than instant release interferon, and thus make this treatment more acceptable in terms of toxicity and quality of life. Thus treatment schedule with PegIntron is not expected to increase the cost of standard care significantly. | sponsor: University Hospital, Bordeaux | start_year: 2003.0 | drug_moa_id: 5164.0 | drug_name: PegIntron | drug_description: 100 mcg SC/week for 36 months | adverse_event_name:  | adverse_event_description:  | intervention_type: DRUG | group_type: EXPERIMENTAL | intervention_name: PegIntron | intervention_description: 100 mcg SC/week for 36 months",study_source: PubMed | population: 184 patients with diabetic macular edema (DME) and best corrected visual acuity (BCVA) of 20/40 to 20/320 inclusive in the study eye. | interventions: PF‐04523655 3‐mg intravitreal injections | outcomes: Improvement in BCVA from baseline by 5.77 letters at month 12. | group_type: EXPERIMENTAL | primary_endpoint: Improvement in BCVA | primary_endpoint_domain: Physiological/clinical | primary_endpoint_subdomain: General outcomes,0
NCT03330171,31282539,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: Safety and Immunogenicity of Measles Vaccine, Varicella Vaccine and Hepatitis-A Vaccine in HIV-exposed and HIV-unexposed South African Children | abstract: This trial will evaluate the safety and immunogenicity of: i) measles vaccine (CAM-70) after primary dose at 6 months (MV1) and booster vaccination at 12 months (MV2); ii) a single dose of varicella vaccination at 18 months; and iii) a single dose of hepatitis-A vaccination at 18 months in HIV-exposed and HIV-unexposed South African children. | sponsor: University of Witwatersrand, South Africa | start_year: 2017.0 | drug_moa_id:  | drug_name:  | drug_description:  | adverse_event_name:  | adverse_event_description:  | intervention_type: BIOLOGICAL | group_type: OTHER | intervention_name: Measles vaccine | intervention_description: All participants will receive measles vaccine at 6 and 12 months of age, according to the South African immunization schedule. All study vaccines are currently licensed in South Africa and will be administered according to their approved dosages, formulations and indications.","study_source: PubMed | population: HIV-unexposed (HU) children (n = 212) and HIV-exposed, uninfected (HEU) children (n = 71) in South Africa, aged <12 months, with increased susceptibility to measles due to HIV exposure. | interventions: Measles vaccination (CAM-70) at 6 and 12 months of age | outcomes: 88.2% HU and 95.8% HEU were seronegative (<150 mIU/mL) to measles at 4.2 months of age (P = .04). After the first dose, 42.3% of HU and 46.4% of HEU were seropositive (≥330 mIU/mL). After the second dose, 99.0% of HU and 95.3% of HEU were seropositive. | group_type: EXPERIMENTAL | primary_endpoint:  | primary_endpoint_domain:  | primary_endpoint_subdomain:",1
NCT04424433,25130995,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: Myocardial Strain Analysis in Patients With Coronary Artery Disease at Hyperoxia and Normoxaemia Prior to Coronary Artery Bypass Graft Surgery - a Randomized Crossover Study | abstract: The purpose of this study is to investigate the impact of supraphysiologic oxygen (hyperoxia) on myocardial function in anaesthetized patients with coronary artery disease. | sponsor: Insel Gruppe AG, University Hospital Bern | start_year: 2020.0 | drug_moa_id: -1.0 | drug_name: Oxygen | drug_description: Two FIO2 settings during stable general anaesthesia resulting in normoxaemic and hyperoxic arterial oxygen partial pressures. | adverse_event_name:  | adverse_event_description:  | intervention_type: DRUG | group_type: OTHER | intervention_name: Oxygen | intervention_description: Two FIO2 settings during stable general anaesthesia resulting in normoxaemic and hyperoxic arterial oxygen partial pressures.","study_source: PubMed | population: Men with locally advanced prostate cancer (either T2a N0 M0 prostatic adenocarcinomas with PSA ≥10 μg/L and a Gleason score of ≥7, or T2b-4 N0 M0 tumours regardless of PSA and Gleason score). Total population size: 1071 men. | interventions: STAS (short-term androgen suppression with leuprorelin for 6 months and radiotherapy) | outcomes: Cumulative incidence of prostate cancer-specific mortality: 4.1% (95% CI 2.2-7.0) | group_type: COMPARATOR | primary_endpoint:  | primary_endpoint_domain:  | primary_endpoint_subdomain:",0
NCT01629823,27398992,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: Effect of Positive Airway Pressure on Reducing Airway Reactivity in Patients With Asthma | abstract: The CPAP trial is a 3-arm parallel design randomized sham-controlled trial. Participants are randomly assigned in equal allocation to one of three treatments: CPAP 10 cm water (H₂O) (high) vs. CPAP 5 cm H₂O (medium) vs. CPAP Sham (less than 1 cm H₂O, Low). The treatment period is 12 weeks with airways reactivity assessed at baseline, 6 and 12 weeks of treatment and after a 2 week washout. | sponsor: American Lung Association Asthma Clinical Research Centers | start_year: 2012.0 | drug_moa_id:  | drug_name:  | drug_description:  | adverse_event_name: Ischaemic stroke | adverse_event_description: Organ System: Nervous system disorders
Notes: Stroke
Frequency: 1 affected / 66 at risk | intervention_type: DEVICE | group_type: EXPERIMENTAL | intervention_name: Continuous Positive Airway Pressure device (Resmed, Swift, Mirage) | intervention_description: Continuous Positive Airway Pressure device (Resmed, Swift, Mirage): Participants will be randomized to one of three pre-set CPAP pressures: less than 1 cm water (H₂O), 5 cm H₂O or 10 cm H₂O. They will be instructed to use the CPAP device every night for 12 weeks. Methacholine airways reactivity will be measured at the end of these 12 weeks and again after a 2-week washout period, 14 weeks after randomization.","study_source: PubMed | population: Individuals with asthma, N=194 | interventions: CPAP at 5 cm H2O | outcomes: PC20 ratio of 1.73 after 12 weeks | group_type: EXPERIMENTAL | primary_endpoint: PC20 improvement | primary_endpoint_domain: Physiological/clinical | primary_endpoint_subdomain: General outcomes",1
NCT00208546,30557370,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: Cetuximab Added to Capecitabine, Oxaliplatin and Bevacizumab in Patients With Previously Untreated Advanced Colorectal Carcinoma, a Randomised Phase III Study | abstract: This is a study to assess the efficacy and safety of the addition of cetuximab to the combined regimen of capecitabine, oxaliplatin and bevacizumab in patients with previously untreated advanced colorectal carcinoma. It is an open, comparative study, comparing the effects of capecitabine, oxaliplatin and bevacizumab to those of the same regimen plus cetuximab.~Seven hundred fifty patients will be included. Treatment will continue until disease progression or serious toxicity and follow up will continue until death. It is anticipated that the addition of cetuximab will lead to an increase in progression free survival. | sponsor: Dutch Colorectal Cancer Group | start_year: 2005.0 | drug_moa_id: 4956.0 | drug_name: 21Capecitabine + bevacizumab + oxaliplatin | drug_description: 3-weekly cycles: Ca 1000 mg/m2 orally day 1-14, O 130 mg/m2 i.v. day 1 (6 cycles), B 7,5 mg/kg i.v. day 1. | adverse_event_name:  | adverse_event_description:  | intervention_type: DRUG | group_type: ACTIVE_COMPARATOR | intervention_name: 21Capecitabine + bevacizumab + oxaliplatin | intervention_description: 3-weekly cycles: Ca 1000 mg/m2 orally day 1-14, O 130 mg/m2 i.v. day 1 (6 cycles), B 7,5 mg/kg i.v. day 1.","study_source: PubMed | population: Advanced or metastatic colorectal cancer patients, N=368 (282 with germline DNA available in the cetuximab arm) | interventions: Cetuximab | outcomes: Mild skin toxicity (CTC grade 1 or 2) occurred in 195 patients (91 grade 1, 104 grade 2); severe skin toxicity (grade 3) occurred in 36 patients; grade 4 skin toxicity did not occur. | group_type: EXPERIMENTAL | primary_endpoint:  | primary_endpoint_domain:  | primary_endpoint_subdomain:",1
NCT02060383,28575201,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: A Multi-center, Randomized, Open-label, Phase IV Study to Investigate the Management of Pasireotide-induced Hyperglycemia With Incretin Based Therapy or Insulin in Adult Patients With Cushing's Disease or Acromegaly | abstract: The study was designed to investigate the optimal management of hyperglycemia developed during pasireotide treatment in participants with Cushing's disease or Acromegaly, which was not manageable with metformin.~This was a Phase IV, multi-center, randomized, open-label study. Eligible patients started pasireotide subcutaneously (s.c.) for Cushing's disease and pasireotide LAR (long-acting release) for Acromegaly.~Participants being treated with pasireotide s.c or LAR at screening were eligible as long as they met protocol criteria during the screening period. If previously normo-glycemic participants experienced an increase in their fasting blood glucose and met the criteria for diabetes while on pasireotide, they started anti-diabetic treatment using metformin. If they continued to have elevated blood glucose above target on metformin within the first 16 weeks, they were randomized in a 1:1 ratio to receive treatment with incretin based therapy or insulin for approximately 16 weeks.~Participants who continued to receive clinical benefit after completing the Core Phase could enter an optional Extension Phase if pasireotide was not commercially available in their country or a local access program was not available to provide drug. Patients continued in the Extension Phase until the last participant randomized in the Core Phase completed 16 weeks of treatment post-randomization. | sponsor: Novartis Pharmaceuticals | start_year: 2014.0 | drug_moa_id: 4329.0 | drug_name: Pasireotide s.c. | drug_description: Administered to Cushing's disease participants. | adverse_event_name: Diarrhoea | adverse_event_description: Organ System: Gastrointestinal disorders
Frequency: 1 affected / 38 at risk | intervention_type: DRUG | group_type: EXPERIMENTAL | intervention_name: Pasireotide s.c. | intervention_description: Administered to Cushing's disease participants.","study_source: PubMed | population: Pregnant women with perinatally human immunodeficiency virus (PHIV) infection and nonperinatally HIV-infected (NPHIV) pregnant women. Total population size is 2270 HIV-infected pregnant women delivering 2692 newborns (270 born to PHIV and 2422 to NPHIV women). | interventions: PHIV women | outcomes: No associations between maternal PHIV status and preterm delivery, SGA, or LBW were observed. | group_type: EXPERIMENTAL | primary_endpoint:  | primary_endpoint_domain:  | primary_endpoint_subdomain:",0
NCT03305666,30682445,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: A Randomized Clinical Trial of Single Dose Liposomal Bupivacaine Delivered Via VATS Intercostal Nerve Block vs. Continuous Bupivacaine Infusion Delivered Via Indwelling Subscapular Catheter After Surgical Stabilization of Rib Fractures | abstract: Rib fractures represent a common injury pattern this is highly associated with patient morbidity and mortality, as pain control remains a challenge. Even after surgical stabilization of rib fractures (SSRF), unsuccessful pain control can lead to morbid outcomes such as pneumonia and opioid dependence. Multi-modal anesthesia, with the use of thoracic epidurals and para-vertebral injections/catheters, has shown to lessen these occurrences but are subject to a wide array of limitations. A more directed therapy with liposomal bupivacaine has shown to provide sustained analgesia for up to 72 hours in patients who have undergone other types of thoracic surgery, but not SSRF. The hypothesis of the current clinical trial is that, among patients undergoing SSRF, liposomal bupivacaine delivered via video assisted thoracic surgery (VATS) is an intercostal nerve block that provides comparable analgesia to the pain catheter, as measured by pulmonary function, numeric pain scoring, and postoperative narcotic use. | sponsor: Denver Health and Hospital Authority | start_year: 2017.0 | drug_moa_id: 432.0 | drug_name: Liposomal bupivacaine injection | drug_description: A single injection of liposomal bupivacaine is administered at the time of SSRF, directly to the fracture site via VATS | adverse_event_name: Hospital Readmission | adverse_event_description: Organ System: Social circumstances
Notes: EtOH Withdrawal; not study related.
Frequency: 1 affected / 16 at risk | intervention_type: DRUG | group_type: ACTIVE_COMPARATOR | intervention_name: Liposomal bupivacaine injection | intervention_description: A single injection of liposomal bupivacaine is administered at the time of SSRF, directly to the fracture site via VATS","study_source: PubMed | population: Patients with metastatic castrate resistant prostate cancer (mCRPC), 51 enrolled, median age 66 years (range 45-90), 49 received treatment (24 in Arm A, 25 in Arm B). | interventions: Sipuleucel-T alone (Arm A) | outcomes: 1 patient demonstrated PSA response; Median progression free survival (PFS) was 2.46 months. | group_type: EXPERIMENTAL | primary_endpoint: Median progression free survival (PFS) | primary_endpoint_domain: Mortality/survival | primary_endpoint_subdomain:",0
NCT02999581,28096757,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: Effects of a Pre-Workout Dietary Supplement on Training Adaptations in Resistance Trained Athletes | abstract: The purpose of this study is to examine the effects of a pre-workout dietary supplement during resistance training on training adaptations. | sponsor: Texas A&M University | start_year: 2014.0 | drug_moa_id:  | drug_name:  | drug_description:  | adverse_event_name:  | adverse_event_description:  | intervention_type: DIETARY_SUPPLEMENT | group_type: EXPERIMENTAL | intervention_name: C4 Extreme, C4 Extreme (without Advantra Z) | intervention_description:",study_source: PubMed | population: Resistance-trained males (N=80) | interventions: PWS (pre-workout dietary supplement) | outcomes: Cognitive function and 1RM strength were increased to a greater degree after 4- and/or 8-weeks compared to PLA responses. | group_type: EXPERIMENTAL | primary_endpoint: Cognitive function | primary_endpoint_domain: Physiological/clinical | primary_endpoint_subdomain: General outcomes,1
NCT00346632,19029442,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: Phase I Safety, Pharmacokinetic, and Pharmacodynamic Study of KW-2449 in Acute Leukemias (AML), Myelodysplastic Syndromes (MDS), and Chronic Myelogenous Leukemia (CML) | abstract: Non-randomized, open, dose ranging and dose scheduling study of ascending doses of KW-2449 in subjects with AML, ALL, MDS and CML. | sponsor: Kyowa Kirin, Inc. | start_year: 2006.0 | drug_moa_id: -1.0 | drug_name: KW-2449 | drug_description: Sequential ascending oral doses of KW-2449 given for 14 or 28 days (modified by protocol amendment to only 14 days dosing). | adverse_event_name: Febrile neutropenia | adverse_event_description: Organ System: Blood and lymphatic system disorders
Frequency: 1 affected / 3 at risk | intervention_type: DRUG | group_type: EXPERIMENTAL | intervention_name: KW-2449 | intervention_description: Sequential ascending oral doses of KW-2449 given for 14 or 28 days (modified by protocol amendment to only 14 days dosing).",study_source: PubMed | population: Patients with acute myeloid leukemia (AML) harboring FLT3/ITD mutations; population size not specified. | interventions: KW-2449 | outcomes: Transient reductions in peripheral blast counts were observed; FLT3 was inhibited to less than 20% of baseline. | group_type: EXPERIMENTAL | primary_endpoint:  | primary_endpoint_domain:  | primary_endpoint_subdomain:,1
